-1.259765625000000000e+01,5.566406250000000000e+01,-1.611328125000000000e+01,5.185546875000000000e+01,-1.920000000000000000e+02,5.500000000000000000e+01
-6.738281250000000000e+01,-6.943359375000000000e+01,-8.349609375000000000e+01,-1.757812500000000000e+01,2.150000000000000000e+02,2.410000000000000000e+02
6.533203125000000000e+01,1.113281250000000000e+01,-1.787109375000000000e+01,-6.738281250000000000e+00,-5.300000000000000000e+01,-3.020000000000000000e+02
1.259765625000000000e+01,-1.464843750000000000e+00,-5.273437500000000000e+00,-7.910156250000000000e+00,-1.000000000000000000e+00,-6.000000000000000000e+00
8.789062500000000000e-01,4.833984375000000000e+01,-4.394531250000000000e+00,4.042968750000000000e+01,-1.310000000000000000e+02,3.600000000000000000e+01
-7.822265625000000000e+01,5.566406250000000000e+00,-8.261718750000000000e+01,4.599609375000000000e+01,-5.600000000000000000e+01,2.550000000000000000e+02
7.646484375000000000e+01,-4.101562500000000000e+01,-6.445312500000000000e+00,4.980468750000000000e+00,1.450000000000000000e+02,-2.920000000000000000e+02
-5.712890625000000000e+01,3.369140625000000000e+01,-6.357421875000000000e+01,3.867187500000000000e+01,-1.240000000000000000e+02,1.880000000000000000e+02
4.042968750000000000e+01,1.787109375000000000e+01,-2.314453125000000000e+01,5.654296875000000000e+01,-8.000000000000000000e+00,-1.030000000000000000e+02
-2.666015625000000000e+01,-7.265625000000000000e+01,-4.980468750000000000e+01,-1.582031250000000000e+01,2.130000000000000000e+02,2.200000000000000000e+01
-3.369140625000000000e+01,-2.021484375000000000e+01,-8.349609375000000000e+01,-3.603515625000000000e+01,7.700000000000000000e+01,1.970000000000000000e+02
6.826171875000000000e+01,1.054687500000000000e+01,-1.523437500000000000e+01,-2.548828125000000000e+01,-6.100000000000000000e+01,-2.820000000000000000e+02
-3.925781250000000000e+01,8.027343750000000000e+01,-5.449218750000000000e+01,5.507812500000000000e+01,-2.450000000000000000e+02,1.330000000000000000e+02
