-5.449218750000000000e+01,-3.017578125000000000e+01,2.750000000000000000e+02,1.070000000000000000e+02
3.808593750000000000e+00,8.203125000000000000e+01,-3.630000000000000000e+02,3.300000000000000000e+01
1.582031250000000000e+01,-2.226562500000000000e+01,7.300000000000000000e+01,-1.030000000000000000e+02
-2.285156250000000000e+01,2.929687500000000000e+00,-2.600000000000000000e+01,1.070000000000000000e+02
5.478515625000000000e+01,-8.789062500000000000e-01,4.200000000000000000e+01,-1.450000000000000000e+02
-7.441406250000000000e+01,-2.578125000000000000e+01,7.200000000000000000e+01,2.960000000000000000e+02
-3.222656250000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.100000000000000000e+01
1.933593750000000000e+01,5.039062500000000000e+01,-1.750000000000000000e+02,-1.370000000000000000e+02
3.017578125000000000e+01,-4.335937500000000000e+01,1.550000000000000000e+02,-1.910000000000000000e+02
2.812500000000000000e+01,0.000000000000000000e+00,1.200000000000000000e+01,-3.100000000000000000e+01
-7.851562500000000000e+01,-8.173828125000000000e+01,3.370000000000000000e+02,3.380000000000000000e+02
8.027343750000000000e+01,4.980468750000000000e+00,-6.000000000000000000e+01,-2.390000000000000000e+02
-2.578125000000000000e+01,-8.789062500000000000e-01,1.300000000000000000e+01,1.500000000000000000e+01
7.324218750000000000e+00,2.080078125000000000e+01,-6.000000000000000000e+01,-6.800000000000000000e+01
-3.662109375000000000e+01,6.621093750000000000e+01,-2.990000000000000000e+02,1.090000000000000000e+02
4.921875000000000000e+01,-9.316406250000000000e+01,3.570000000000000000e+02,-3.200000000000000000e+01
-2.812500000000000000e+01,5.273437500000000000e+01,-1.480000000000000000e+02,-9.400000000000000000e+01
-2.167968750000000000e+01,-2.929687500000000000e-01,9.000000000000000000e+00,1.130000000000000000e+02
5.859375000000000000e-01,2.343750000000000000e+00,-1.200000000000000000e+01,-3.000000000000000000e+00
0.000000000000000000e+00,4.921875000000000000e+01,-2.460000000000000000e+02,2.000000000000000000e+01
4.541015625000000000e+01,-1.040039062500000000e+02,3.980000000000000000e+02,-4.200000000000000000e+01
-6.914062500000000000e+01,3.808593750000000000e+01,-6.100000000000000000e+01,2.290000000000000000e+02
3.955078125000000000e+01,3.281250000000000000e+01,-1.850000000000000000e+02,-3.010000000000000000e+02
-2.548828125000000000e+01,-8.613281250000000000e+01,2.970000000000000000e+02,2.190000000000000000e+02
3.867187500000000000e+01,1.163085937500000000e+02,-4.210000000000000000e+02,-2.070000000000000000e+02
-1.318359375000000000e+01,3.925781250000000000e+01,-1.110000000000000000e+02,1.780000000000000000e+02
-5.273437500000000000e+00,-5.507812500000000000e+01,1.560000000000000000e+02,-1.400000000000000000e+02
-2.929687500000000000e-01,1.406250000000000000e+01,-5.300000000000000000e+01,1.900000000000000000e+01
1.875000000000000000e+01,-3.486328125000000000e+01,1.650000000000000000e+02,-1.020000000000000000e+02
-1.318359375000000000e+01,3.808593750000000000e+00,-1.700000000000000000e+01,4.500000000000000000e+01
8.496093750000000000e+00,2.226562500000000000e+01,-1.050000000000000000e+02,-7.000000000000000000e+00
-4.042968750000000000e+01,5.185546875000000000e+01,-1.480000000000000000e+02,2.450000000000000000e+02
4.072265625000000000e+01,2.929687500000000000e+00,2.100000000000000000e+01,-9.800000000000000000e+01
-4.013671875000000000e+01,-1.321289062500000000e+02,4.820000000000000000e+02,9.000000000000000000e+01
3.779296875000000000e+01,1.051757812500000000e+02,-4.450000000000000000e+02,-1.680000000000000000e+02
-1.845703125000000000e+01,-4.628906250000000000e+01,1.620000000000000000e+02,6.000000000000000000e+00
-2.929687500000000000e-01,-5.654296875000000000e+01,2.630000000000000000e+02,4.000000000000000000e+01
2.167968750000000000e+01,7.646484375000000000e+01,-3.400000000000000000e+02,-1.150000000000000000e+02
-7.324218750000000000e+00,-1.022460937500000000e+02,3.680000000000000000e+02,1.360000000000000000e+02
8.789062500000000000e-01,3.515625000000000000e+00,-6.000000000000000000e+00,-1.200000000000000000e+01
1.289062500000000000e+01,6.708984375000000000e+01,-2.130000000000000000e+02,-1.710000000000000000e+02
-2.080078125000000000e+01,-7.031250000000000000e+00,3.700000000000000000e+01,8.500000000000000000e+01
1.054687500000000000e+01,-3.486328125000000000e+01,1.300000000000000000e+02,2.400000000000000000e+01
3.457031250000000000e+01,9.638671875000000000e+01,-3.730000000000000000e+02,-2.900000000000000000e+01
-3.515625000000000000e+01,2.812500000000000000e+01,-6.600000000000000000e+01,1.260000000000000000e+02
2.226562500000000000e+01,-1.435546875000000000e+01,2.900000000000000000e+01,-7.400000000000000000e+01
0.000000000000000000e+00,-1.816406250000000000e+01,4.200000000000000000e+01,-5.700000000000000000e+01
-1.347656250000000000e+01,-3.808593750000000000e+00,-1.000000000000000000e+00,9.000000000000000000e+00
1.845703125000000000e+01,4.980468750000000000e+00,0.000000000000000000e+00,-9.000000000000000000e+00
-2.578125000000000000e+01,-1.435546875000000000e+01,2.600000000000000000e+01,4.000000000000000000e+00
-2.666015625000000000e+01,-8.789062500000000000e+00,1.900000000000000000e+01,1.270000000000000000e+02
-3.808593750000000000e+00,-9.931640625000000000e+01,3.950000000000000000e+02,6.500000000000000000e+01
5.390625000000000000e+01,0.000000000000000000e+00,-3.300000000000000000e+01,-9.700000000000000000e+01
-1.289062500000000000e+01,8.173828125000000000e+01,-2.580000000000000000e+02,-1.650000000000000000e+02
-5.332031250000000000e+01,-6.445312500000000000e+00,3.500000000000000000e+01,3.430000000000000000e+02
6.152343750000000000e+00,4.130859375000000000e+01,-2.070000000000000000e+02,-6.300000000000000000e+01
8.789062500000000000e-01,-6.738281250000000000e+00,2.100000000000000000e+01,-9.000000000000000000e+00
3.750000000000000000e+01,1.289062500000000000e+01,-1.200000000000000000e+01,-1.760000000000000000e+02
-2.226562500000000000e+01,-1.122070312500000000e+02,4.370000000000000000e+02,1.060000000000000000e+02
-1.230468750000000000e+01,-1.289062500000000000e+01,2.000000000000000000e+01,6.500000000000000000e+01
4.511718750000000000e+01,6.621093750000000000e+01,-2.080000000000000000e+02,-2.620000000000000000e+02
-3.544921875000000000e+01,4.218750000000000000e+01,-2.110000000000000000e+02,1.620000000000000000e+02
-8.203125000000000000e+00,-9.755859375000000000e+01,4.100000000000000000e+02,8.900000000000000000e+01
3.076171875000000000e+01,1.494140625000000000e+01,-4.700000000000000000e+01,-1.360000000000000000e+02
-5.566406250000000000e+00,5.976562500000000000e+01,-2.470000000000000000e+02,-6.500000000000000000e+01
4.394531250000000000e+00,5.888671875000000000e+01,-1.940000000000000000e+02,1.080000000000000000e+02
-7.617187500000000000e+00,-7.617187500000000000e+01,2.870000000000000000e+02,-8.900000000000000000e+01
4.306640625000000000e+01,8.701171875000000000e+01,-2.850000000000000000e+02,1.050000000000000000e+02
-7.939453125000000000e+01,-1.438476562500000000e+02,4.960000000000000000e+02,1.530000000000000000e+02
1.757812500000000000e+01,5.917968750000000000e+01,-2.100000000000000000e+02,-1.360000000000000000e+02
