14, 15, 293, 197, False, -47.0, 75.0, 2025-08-21T19:50:06.727727
14, 15, 293, 197, False, -33.0, -47.0, 2025-08-21T19:50:07.831914
14, 15, 293, 197, False, -22.0, -17.0, 2025-08-21T19:50:08.937769
14, 15, 293, 197, False, -23.0, -17.0, 2025-08-21T19:50:10.041688
14, 15, 293, 197, False, -23.0, -17.0, 2025-08-21T19:50:11.142815
15, 16, 376, 146, False, -11.0, -20.0, 2025-08-21T19:50:12.279031
15, 16, 376, 146, False, -18.0, -20.0, 2025-08-21T19:50:13.403457
15, 16, 376, 146, False, -19.0, -20.0, 2025-08-21T19:50:14.503390
15, 16, 376, 146, False, -19.0, -20.0, 2025-08-21T19:50:15.642725
15, 16, 376, 146, False, -19.0, -20.0, 2025-08-21T19:50:16.745091
16, 17, 278, 224, False, -1.0, -24.0, 2025-08-21T19:50:17.881165
16, 17, 278, 224, False, -20.0, -20.0, 2025-08-21T19:50:19.033314
16, 17, 278, 224, False, -21.0, -16.0, 2025-08-21T19:50:20.135690
16, 17, 278, 224, False, -21.0, -16.0, 2025-08-21T19:50:21.241812
16, 17, 278, 224, False, -21.0, -16.0, 2025-08-21T19:50:22.347531
17, 18, 418, 229, False, 8.0, -54.0, 2025-08-21T19:50:23.481209
17, 18, 418, 229, False, -17.0, -30.0, 2025-08-21T19:50:24.584964
17, 18, 418, 229, False, -16.0, -30.0, 2025-08-21T19:50:25.738761
17, 18, 418, 229, False, -17.0, -22.0, 2025-08-21T19:50:26.845191
17, 18, 418, 229, False, -17.0, -21.0, 2025-08-21T19:50:27.942017
18, 19, 278, 198, False, 18.0, 81.0, 2025-08-21T19:50:29.080102
18, 19, 278, 198, False, 9.0, -55.0, 2025-08-21T19:50:30.181118
18, 19, 278, 198, False, -27.0, -25.0, 2025-08-21T19:50:31.340214
18, 19, 278, 198, False, -26.0, -18.0, 2025-08-21T19:50:32.440018
18, 19, 278, 198, False, -26.0, -17.0, 2025-08-21T19:50:33.547382
19, 20, 285, 250, False, -15.0, -142.0, 2025-08-21T19:50:34.681022
19, 20, 285, 250, False, 30.0, 103.0, 2025-08-21T19:50:35.784576
19, 20, 285, 250, False, 10.0, -79.0, 2025-08-21T19:50:36.888148
19, 20, 285, 250, False, -30.0, 4.0, 2025-08-21T19:50:38.043321
19, 20, 285, 250, False, -28.0, 1.0, 2025-08-21T19:50:39.146917
20, 21, 453, 158, True, -17.0, -137.0, 2025-08-21T19:50:40.280089
20, 21, 453, 158, True, 25.0, 26.0, 2025-08-21T19:50:41.387938
20, 21, 453, 158, True, -2.0, 2.0, 2025-08-21T19:50:42.490359
20, 21, 453, 158, True, -9.0, -8.0, 2025-08-21T19:50:43.593004
20, 21, 453, 158, True, -12.0, -9.0, 2025-08-21T19:50:44.689108
21, 22, 386, 168, True, -52.0, -15.0, 2025-08-21T19:50:45.782713
21, 22, 386, 168, True, -26.0, 0.0, 2025-08-21T19:50:46.891031
21, 22, 386, 168, True, -26.0, -2.0, 2025-08-21T19:50:47.993137
21, 22, 386, 168, True, -27.0, -2.0, 2025-08-21T19:50:49.096176
21, 22, 386, 168, True, -26.0, -2.0, 2025-08-21T19:50:50.201389
22, 23, 467, 168, True, 14.0, -13.0, 2025-08-21T19:50:51.306634
22, 23, 467, 168, True, -8.0, -23.0, 2025-08-21T19:50:52.424677
22, 23, 467, 168, True, -12.0, -26.0, 2025-08-21T19:50:53.531477
22, 23, 467, 168, True, -8.0, -24.0, 2025-08-21T19:50:54.631178
22, 23, 467, 168, True, -19.0, -29.0, 2025-08-21T19:50:55.738016
23, 24, 247, 211, True, -108.0, 24.0, 2025-08-21T19:50:56.843836
23, 24, 247, 211, True, 12.0, -89.0, 2025-08-21T19:50:57.943851
23, 24, 247, 211, True, -24.0, 1.0, 2025-08-21T19:50:59.080787
23, 24, 247, 211, True, -24.0, 1.0, 2025-08-21T19:51:00.202693
23, 24, 247, 211, True, -24.0, 1.0, 2025-08-21T19:51:01.304057
24, 25, 414, 236, True, 26.0, -76.0, 2025-08-21T19:51:02.436934
24, 25, 414, 236, True, -18.0, -6.0, 2025-08-21T19:51:03.546944
24, 25, 414, 236, True, -19.0, -6.0, 2025-08-21T19:51:04.677777
24, 25, 414, 236, True, -19.0, -6.0, 2025-08-21T19:51:05.833350
24, 25, 414, 236, True, -19.0, -5.0, 2025-08-21T19:51:06.937185
25, 26, 300, 263, True, 6.0, -76.0, 2025-08-21T19:51:08.039180
25, 26, 300, 263, True, -29.0, -2.0, 2025-08-21T19:51:09.145029
25, 26, 300, 263, True, -26.0, -3.0, 2025-08-21T19:51:10.283102
25, 26, 300, 263, True, -27.0, -2.0, 2025-08-21T19:51:11.383331
25, 26, 300, 263, True, -25.0, -2.0, 2025-08-21T19:51:12.507253
26, 27, 341, 234, True, -22.0, -31.0, 2025-08-21T19:51:13.641844
26, 27, 341, 234, True, -22.0, -26.0, 2025-08-21T19:51:14.745816
26, 27, 341, 234, True, -22.0, -26.0, 2025-08-21T19:51:15.880792
26, 27, 341, 234, True, -22.0, -26.0, 2025-08-21T19:51:16.983897
26, 27, 341, 234, True, -22.0, -26.0, 2025-08-21T19:51:18.137914
27, 28, 370, 167, True, -18.0, -8.0, 2025-08-21T19:51:19.237842
27, 28, 370, 167, True, -18.0, -9.0, 2025-08-21T19:51:20.343649
27, 28, 370, 167, True, -19.0, -8.0, 2025-08-21T19:51:21.478464
27, 28, 370, 167, True, -19.0, -9.0, 2025-08-21T19:51:22.694460
27, 28, 370, 167, True, -20.0, -8.0, 2025-08-21T19:51:23.798572
28, 29, 266, 207, True, 6.0, -55.0, 2025-08-21T19:51:24.902726
28, 29, 266, 207, True, -23.0, -28.0, 2025-08-21T19:51:26.044633
28, 29, 266, 207, True, -22.0, -23.0, 2025-08-21T19:51:27.158014
28, 29, 266, 207, True, -22.0, -23.0, 2025-08-21T19:51:28.295141
